api,inboundDependencyCount,inboundDependents,outboundDependencyCount,outboundDependencies
Service-16342,0,[],3,"[Service-9804, Service-9392, Service-10880]"
Service-16343,0,[],1,"[Service-5442]"
Service-16344,0,[],4,"[Service-10429, Service-3298, Service-12318, Service-19307]"
Service-16345,4,"[Service-15658, Service-17016, Service-15000, Service-3905]",4,"[Service-4175, Service-7931, Service-3732, Service-9391]"
Service-16346,0,[],1,"[Service-9283]"
Service-16347,3,"[Service-8630, Service-10133, Service-8598]",3,"[Service-18545, Service-16278, Service-6539]"
Service-16348,2,"[Service-14705, Service-881]",0,[]
Service-16349,4,"[Service-18549, Service-11081, Service-11352, Service-3780]",4,"[Service-9269, Service-12218, Service-8632, Service-19536]"
Service-16350,2,"[Service-5756, Service-17587]",4,"[Service-16626, Service-3018, Service-8912, Service-3417]"
Service-16351,2,"[Service-18889, Service-1490]",4,"[Service-5393, Service-11806, Service-14778, Service-3246]"
Service-16352,4,"[Service-19124, Service-16773, Service-11022, Service-3615]",3,"[Service-3489, Service-6530, Service-1626]"
Service-16353,4,"[Service-19196, Service-12624, Service-19816, Service-8002]",4,"[Service-14732, Service-17915, Service-19522, Service-6792]"
Service-16354,1,"[Service-4765]",0,[]
Service-16355,1,"[Service-14216]",0,[]
Service-16356,1,"[Service-280]",3,"[Service-10334, Service-7346, Service-19873]"
Service-16357,0,[],2,"[Service-19931, Service-2925]"
Service-16358,1,"[Service-7634]",3,"[Service-18476, Service-8516, Service-8806]"
Service-16359,4,"[Service-15697, Service-10799, Service-13327, Service-7039]",1,"[Service-3182]"
Service-16360,2,"[Service-17739, Service-7993]",2,"[Service-9215, Service-4317]"
Service-16361,2,"[Service-13184, Service-4839]",2,"[Service-6743, Service-4349]"
Service-16362,0,[],0,[]
Service-16363,3,"[Service-3627, Service-7021, Service-4219]",1,"[Service-12790]"
Service-16364,1,"[Service-13885]",4,"[Service-5827, Service-7669, Service-18638, Service-7659]"
Service-16365,1,"[Service-6013]",0,[]
Service-16366,0,[],3,"[Service-114, Service-16253, Service-15477]"
Service-16367,3,"[Service-15312, Service-6730, Service-9325]",1,"[Service-16834]"
Service-16368,0,[],0,[]
Service-16369,2,"[Service-13827, Service-3420]",4,"[Service-10153, Service-15979, Service-14523, Service-17295]"
Service-16370,3,"[Service-4759, Service-11475, Service-19846]",1,"[Service-11724]"
Service-16371,0,[],4,"[Service-680, Service-18466, Service-9321, Service-5491]"
Service-16372,4,"[Service-10938, Service-17966, Service-6117, Service-11594]",3,"[Service-2384, Service-18537, Service-3609]"
Service-16373,0,[],4,"[Service-13049, Service-17841, Service-7230, Service-16142]"
Service-16374,1,"[Service-9369]",4,"[Service-14668, Service-9078, Service-10315, Service-760]"
Service-16375,0,[],4,"[Service-15525, Service-6143, Service-18983, Service-4539]"
Service-16376,0,[],1,"[Service-12519]"
Service-16377,4,"[Service-3622, Service-9528, Service-16737, Service-17789]",1,"[Service-18371]"
Service-16378,1,"[Service-10440]",3,"[Service-5428, Service-3236, Service-1709]"
Service-16379,0,[],1,"[Service-3050]"
Service-16380,3,"[Service-19066, Service-19704, Service-7582]",0,[]
Service-16381,2,"[Service-6371, Service-1206]",1,"[Service-4217]"
Service-16382,1,"[Service-14297]",0,[]
Service-16383,4,"[Service-6857, Service-4758, Service-9886, Service-2632]",4,"[Service-13371, Service-12504, Service-19880, Service-765]"
Service-16384,2,"[Service-11114, Service-5481]",2,"[Service-8745, Service-18035]"
Service-16385,4,"[Service-16489, Service-1682, Service-3034, Service-10905]",3,"[Service-7397, Service-5552, Service-6092]"
Service-16386,2,"[Service-19948, Service-12613]",2,"[Service-6281, Service-10284]"
Service-16387,0,[],1,"[Service-19437]"
Service-16388,2,"[Service-18085, Service-653]",3,"[Service-19080, Service-3089, Service-15813]"
Service-16389,2,"[Service-9584, Service-6592]",4,"[Service-4773, Service-8251, Service-11304, Service-3694]"
Service-16390,3,"[Service-14995, Service-13981, Service-2633]",2,"[Service-5089, Service-18940]"
Service-16391,0,[],4,"[Service-16841, Service-6259, Service-11965, Service-6081]"
Service-16392,4,"[Service-1131, Service-14095, Service-14635, Service-11426]",4,"[Service-329, Service-8029, Service-11919, Service-6512]"
Service-16393,1,"[Service-9557]",0,[]
Service-16394,1,"[Service-17017]",0,[]
Service-16395,1,"[Service-5648]",2,"[Service-8133, Service-8463]"
Service-16396,4,"[Service-12257, Service-7321, Service-2971, Service-14623]",4,"[Service-4916, Service-2052, Service-1169, Service-12218]"
Service-16397,3,"[Service-18751, Service-15108, Service-19406]",3,"[Service-5001, Service-10084, Service-4350]"
Service-16398,2,"[Service-14408, Service-19869]",4,"[Service-4622, Service-19074, Service-6266, Service-11767]"
Service-16399,3,"[Service-7678, Service-15179, Service-7635]",0,[]
Service-16400,2,"[Service-15524, Service-6003]",2,"[Service-6724, Service-2572]"
Service-16401,1,"[Service-13743]",1,"[Service-1091]"
Service-16402,0,[],1,"[Service-4437]"
Service-16403,2,"[Service-4266, Service-7007]",3,"[Service-12994, Service-14129, Service-13700]"
Service-16404,1,"[Service-8770]",4,"[Service-18837, Service-5363, Service-9340, Service-5269]"
Service-16405,0,[],4,"[Service-17350, Service-5928, Service-10923, Service-8841]"
Service-16406,0,[],2,"[Service-8028, Service-19490]"
Service-16407,0,[],2,"[Service-7842, Service-9873]"
Service-16408,4,"[Service-3476, Service-15031, Service-665, Service-6866]",4,"[Service-2002, Service-2524, Service-19499, Service-14623]"
Service-16409,3,"[Service-16384, Service-6567, Service-17692]",3,"[Service-1700, Service-14820, Service-10965]"
Service-16410,4,"[Service-9965, Service-11742, Service-6755, Service-15138]",1,"[Service-9009]"
Service-16411,1,"[Service-825]",2,"[Service-14439, Service-16606]"
Service-16412,4,"[Service-19559, Service-4382, Service-5778, Service-13228]",4,"[Service-4203, Service-7521, Service-2634, Service-11020]"
Service-16413,2,"[Service-18584, Service-4324]",2,"[Service-14970, Service-19698]"
Service-16414,1,"[Service-15363]",2,"[Service-4600, Service-3864]"
Service-16415,2,"[Service-18532, Service-15727]",1,"[Service-14268]"
Service-16416,4,"[Service-4963, Service-17669, Service-18668, Service-881]",2,"[Service-4058, Service-2937]"
Service-16417,2,"[Service-16665, Service-3568]",1,"[Service-6354]"
Service-16418,0,[],2,"[Service-13240, Service-3410]"
Service-16419,3,"[Service-8100, Service-9646, Service-17423]",2,"[Service-12640, Service-1435]"
Service-16420,2,"[Service-17857, Service-1554]",0,[]
Service-16421,3,"[Service-5569, Service-10358, Service-7976]",4,"[Service-10137, Service-18935, Service-3840, Service-15623]"
Service-16422,4,"[Service-13758, Service-7318, Service-3910, Service-15897]",2,"[Service-11217, Service-14748]"
Service-16423,3,"[Service-7410, Service-17420, Service-10215]",0,[]
Service-16424,3,"[Service-7614, Service-19061, Service-10149]",1,"[Service-5268]"
Service-16425,3,"[Service-14929, Service-6513, Service-12278]",4,"[Service-19266, Service-14347, Service-14214, Service-1131]"
Service-16426,0,[],2,"[Service-8072, Service-8862]"
Service-16427,0,[],0,[]
Service-16428,0,[],1,"[Service-13817]"
Service-16429,0,[],3,"[Service-1386, Service-4528, Service-12132]"
Service-16430,4,"[Service-19384, Service-2473, Service-15783, Service-821]",0,[]
Service-16431,3,"[Service-18799, Service-17933, Service-10929]",1,"[Service-2408]"
Service-16432,1,"[Service-13459]",1,"[Service-15992]"
Service-16433,1,"[Service-5604]",1,"[Service-6566]"
Service-16434,4,"[Service-15330, Service-11810, Service-6501, Service-1658]",4,"[Service-15149, Service-5511, Service-4205, Service-18992]"
Service-16435,1,"[Service-19403]",1,"[Service-617]"
Service-16436,3,"[Service-967, Service-17180, Service-8029]",3,"[Service-375, Service-3821, Service-13659]"
Service-16437,1,"[Service-18023]",4,"[Service-9097, Service-17065, Service-12475, Service-18632]"
Service-16438,2,"[Service-3592, Service-3991]",3,"[Service-2629, Service-2951, Service-485]"
Service-16439,1,"[Service-5996]",1,"[Service-6913]"
Service-16440,0,[],3,"[Service-3866, Service-7045, Service-6169]"
Service-16441,3,"[Service-17568, Service-5142, Service-10640]",3,"[Service-4382, Service-3229, Service-13516]"
Service-16442,1,"[Service-937]",4,"[Service-10673, Service-1498, Service-9441, Service-8116]"
Service-16443,2,"[Service-13102, Service-7874]",2,"[Service-3691, Service-3598]"
Service-16444,0,[],2,"[Service-4316, Service-3614]"
Service-16445,1,"[Service-14698]",2,"[Service-4184, Service-17588]"
Service-16446,2,"[Service-19668, Service-5053]",4,"[Service-15019, Service-16597, Service-14221, Service-7452]"
Service-16447,3,"[Service-17991, Service-6790, Service-19682]",4,"[Service-12367, Service-803, Service-9129, Service-6500]"
Service-16448,2,"[Service-16549, Service-13487]",3,"[Service-489, Service-15363, Service-8149]"
Service-16449,2,"[Service-10607, Service-14800]",4,"[Service-12390, Service-19402, Service-16714, Service-2580]"
Service-16450,1,"[Service-17081]",3,"[Service-8540, Service-5539, Service-4359]"
Service-16451,0,[],0,[]
Service-16452,2,"[Service-2575, Service-9038]",3,"[Service-11530, Service-14855, Service-7623]"
Service-16453,0,[],1,"[Service-3046]"
Service-16454,3,"[Service-1777, Service-4880, Service-12463]",0,[]
Service-16455,1,"[Service-17758]",2,"[Service-7156, Service-18002]"
Service-16456,3,"[Service-16015, Service-11567, Service-6026]",4,"[Service-17676, Service-7619, Service-18319, Service-4384]"
Service-16457,3,"[Service-8491, Service-13907, Service-1356]",4,"[Service-18066, Service-16586, Service-14113, Service-16903]"
Service-16458,4,"[Service-16291, Service-8501, Service-2113, Service-14327]",3,"[Service-18572, Service-14334, Service-17226]"
Service-16459,1,"[Service-8135]",1,"[Service-14149]"
Service-16460,1,"[Service-2695]",3,"[Service-17131, Service-16074, Service-6531]"
Service-16461,0,[],3,"[Service-11627, Service-7360, Service-16544]"
Service-16462,3,"[Service-5498, Service-10096, Service-14760]",4,"[Service-11541, Service-10908, Service-19847, Service-11893]"
Service-16463,2,"[Service-19169, Service-15140]",3,"[Service-1700, Service-3739, Service-5834]"
Service-16464,2,"[Service-1850, Service-1799]",2,"[Service-10972, Service-16575]"
Service-16465,1,"[Service-9578]",2,"[Service-15376, Service-4721]"
Service-16466,0,[],2,"[Service-6943, Service-13341]"
Service-16467,0,[],0,[]
Service-16468,4,"[Service-4839, Service-4469, Service-5223, Service-15504]",3,"[Service-15854, Service-19593, Service-3941]"
Service-16469,1,"[Service-16333]",1,"[Service-19809]"
Service-16470,4,"[Service-14024, Service-12094, Service-1307, Service-10589]",1,"[Service-16857]"
Service-16471,2,"[Service-17025, Service-10436]",4,"[Service-7158, Service-17163, Service-9405, Service-15489]"
Service-16472,0,[],4,"[Service-499, Service-6678, Service-8050, Service-14448]"
Service-16473,2,"[Service-18757, Service-2568]",2,"[Service-15933, Service-9644]"
Service-16474,0,[],1,"[Service-11350]"
Service-16475,4,"[Service-5876, Service-8972, Service-19235, Service-3698]",1,"[Service-9649]"
Service-16476,0,[],1,"[Service-17393]"
Service-16477,4,"[Service-19126, Service-6255, Service-1499, Service-15803]",4,"[Service-16856, Service-12781, Service-7136, Service-7215]"
Service-16478,3,"[Service-19970, Service-18214, Service-6507]",1,"[Service-17025]"
Service-16479,2,"[Service-11554, Service-11922]",4,"[Service-13738, Service-16904, Service-1706, Service-3701]"
Service-16480,3,"[Service-11262, Service-11298, Service-17924]",4,"[Service-11730, Service-18438, Service-8018, Service-6767]"
Service-16481,1,"[Service-3213]",1,"[Service-2247]"
Service-16482,3,"[Service-15330, Service-6770, Service-11959]",4,"[Service-13001, Service-3346, Service-5965, Service-15604]"
Service-16483,4,"[Service-17817, Service-9030, Service-9826, Service-8668]",3,"[Service-2554, Service-388, Service-2394]"
Service-16484,3,"[Service-6769, Service-11917, Service-19108]",4,"[Service-9835, Service-11069, Service-18719, Service-5563]"
Service-16485,3,"[Service-2149, Service-4960, Service-19321]",1,"[Service-8407]"
Service-16486,1,"[Service-18953]",3,"[Service-3889, Service-19751, Service-10831]"
Service-16487,2,"[Service-9962, Service-3972]",2,"[Service-119, Service-3513]"
Service-16488,3,"[Service-1023, Service-3987, Service-2109]",0,[]
Service-16489,0,[],2,"[Service-14206, Service-5251]"
Service-16490,4,"[Service-954, Service-9617, Service-5143, Service-13933]",0,[]
Service-16491,0,[],3,"[Service-7214, Service-40, Service-16439]"
Service-16492,4,"[Service-3600, Service-2321, Service-10734, Service-5639]",3,"[Service-12514, Service-2646, Service-12569]"
Service-16493,4,"[Service-5465, Service-14577, Service-15384, Service-10791]",2,"[Service-18977, Service-13138]"
Service-16494,1,"[Service-19627]",4,"[Service-8510, Service-3216, Service-13085, Service-8084]"
Service-16495,1,"[Service-13349]",0,[]
Service-16496,3,"[Service-19934, Service-5526, Service-3920]",2,"[Service-4080, Service-16730]"
Service-16497,2,"[Service-5572, Service-11869]",4,"[Service-13398, Service-12266, Service-13426, Service-8730]"
Service-16498,0,[],0,[]
Service-16499,2,"[Service-12799, Service-13153]",3,"[Service-18793, Service-7352, Service-12223]"
Service-16500,0,[],4,"[Service-5872, Service-16459, Service-15687, Service-7]"
Service-16501,2,"[Service-19191, Service-19435]",4,"[Service-7590, Service-12240, Service-4756, Service-10035]"
Service-16502,3,"[Service-7624, Service-13691, Service-6180]",1,"[Service-17479]"
Service-16503,2,"[Service-929, Service-2639]",0,[]
Service-16504,3,"[Service-1023, Service-1080, Service-8285]",1,"[Service-8430]"
Service-16505,3,"[Service-5977, Service-11339, Service-15022]",3,"[Service-8304, Service-6958, Service-18840]"
Service-16506,3,"[Service-19944, Service-4973, Service-17413]",4,"[Service-7639, Service-5375, Service-11758, Service-12631]"
Service-16507,4,"[Service-4974, Service-8231, Service-14552, Service-4050]",0,[]
Service-16508,0,[],0,[]
Service-16509,2,"[Service-13885, Service-1140]",4,"[Service-14803, Service-7939, Service-5453, Service-16429]"
Service-16510,0,[],4,"[Service-3356, Service-5468, Service-14507, Service-17981]"
Service-16511,0,[],4,"[Service-19762, Service-15465, Service-2384, Service-16234]"
Service-16512,2,"[Service-7081, Service-8532]",0,[]
Service-16513,3,"[Service-7285, Service-14531, Service-9306]",0,[]
Service-16514,3,"[Service-243, Service-6427, Service-513]",2,"[Service-15215, Service-13766]"
Service-16515,2,"[Service-13159, Service-2682]",4,"[Service-7358, Service-18510, Service-4276, Service-18392]"
Service-16516,3,"[Service-15208, Service-14167, Service-9036]",0,[]
Service-16517,2,"[Service-11066, Service-18271]",0,[]
Service-16518,0,[],2,"[Service-505, Service-13787]"
Service-16519,1,"[Service-16208]",2,"[Service-9272, Service-5163]"
Service-16520,3,"[Service-9290, Service-4641, Service-13106]",2,"[Service-823, Service-7267]"
Service-16521,1,"[Service-15956]",3,"[Service-13479, Service-16135, Service-13872]"
Service-16522,4,"[Service-17970, Service-17329, Service-11376, Service-15927]",2,"[Service-8090, Service-5764]"
Service-16523,2,"[Service-10552, Service-6307]",0,[]
Service-16524,0,[],3,"[Service-11519, Service-9212, Service-10733]"
Service-16525,2,"[Service-4173, Service-2924]",3,"[Service-1635, Service-17490, Service-7847]"
Service-16526,1,"[Service-17529]",3,"[Service-11764, Service-17523, Service-12520]"
Service-16527,4,"[Service-7205, Service-4399, Service-3572, Service-13517]",1,"[Service-69]"
Service-16528,1,"[Service-15592]",1,"[Service-7925]"
Service-16529,2,"[Service-5303, Service-15862]",3,"[Service-13567, Service-14096, Service-7945]"
Service-16530,0,[],4,"[Service-16786, Service-2272, Service-1312, Service-6343]"
Service-16531,2,"[Service-14254, Service-18517]",3,"[Service-19648, Service-13293, Service-15106]"
Service-16532,1,"[Service-16713]",1,"[Service-5946]"
Service-16533,0,[],2,"[Service-1937, Service-3685]"
Service-16534,3,"[Service-4145, Service-3788, Service-7856]",3,"[Service-9634, Service-19588, Service-18403]"
Service-16535,1,"[Service-19341]",0,[]
Service-16536,1,"[Service-19490]",3,"[Service-12654, Service-17378, Service-12779]"
Service-16537,4,"[Service-13148, Service-8622, Service-3450, Service-18790]",3,"[Service-7395, Service-2255, Service-6052]"
Service-16538,0,[],4,"[Service-8316, Service-17621, Service-13718, Service-2686]"
Service-16539,0,[],3,"[Service-6193, Service-18717, Service-11872]"
Service-16540,1,"[Service-292]",0,[]
Service-16541,3,"[Service-7812, Service-9332, Service-1498]",1,"[Service-2128]"
Service-16542,0,[],2,"[Service-12092, Service-6704]"
Service-16543,3,"[Service-8203, Service-8269, Service-6955]",3,"[Service-2591, Service-17418, Service-19237]"
Service-16544,2,"[Service-6665, Service-13457]",2,"[Service-16315, Service-17655]"
Service-16545,4,"[Service-14715, Service-12741, Service-18974, Service-5989]",1,"[Service-2945]"
